Trial 3:3back,Trial 5:3back
7.196,7.727
7.196,7.728
7.196,7.729
7.197,7.73
7.197,7.731
7.197,7.731
7.198,7.732
7.198,7.733
7.198,7.734
7.199,7.735
7.199,7.736
7.199,7.736
7.199,7.737
7.2,7.738
7.2,7.738
7.2,7.739
7.2,7.74
7.201,7.741
7.201,7.741
7.201,7.742
7.201,7.743
7.201,7.743
7.202,7.744
7.202,7.744
7.202,7.745
7.202,7.746
7.203,7.746
7.203,7.747
7.203,7.747
7.203,7.748
7.203,7.749
7.203,7.749
7.204,7.75
7.204,7.75
7.204,7.751
7.204,7.751
7.204,7.751
7.204,7.752
7.205,7.752
7.205,7.753
7.205,7.753
7.205,7.753
7.205,7.754
7.205,7.754
7.205,7.754
7.206,7.755
7.206,7.755
7.206,7.755
7.206,7.756
7.206,7.756
7.206,7.756
7.206,7.757
7.206,7.757
7.207,7.757
7.206,7.757
7.207,7.757
7.207,7.757
7.207,7.757
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.759
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.758
7.207,7.757
7.207,7.757
7.207,7.757
7.207,7.757
7.207,7.756
7.207,7.756
7.207,7.756
7.206,7.756
7.206,7.755
7.206,7.755
7.206,7.755
7.206,7.755
7.206,7.755
7.206,7.754
7.206,7.754
7.206,7.754
7.205,7.753
7.205,7.753
7.205,7.753
7.205,7.752
7.205,7.752
7.205,7.752
7.205,7.751
7.204,7.751
7.204,7.751
7.204,7.75
7.204,7.75
7.204,7.749
7.204,7.749
7.204,7.749
7.203,7.748
7.203,7.748
7.203,7.747
7.203,7.747
7.202,7.746
7.202,7.746
7.202,7.745
7.202,7.745
7.202,7.744
7.202,7.744
7.201,7.743
7.201,7.743
7.201,7.742
7.201,7.742
7.201,7.741
7.201,7.74
7.2,7.74
7.2,7.739
7.2,7.739
7.2,7.738
7.199,7.737
7.199,7.737
7.199,7.736
7.199,7.735
7.199,7.735
7.198,7.734
7.198,7.733
7.198,7.732
7.198,7.732
7.197,7.731
7.197,7.73
7.197,7.73
7.197,7.729
7.196,7.728
7.196,7.728
7.196,7.727
7.196,7.726
7.195,7.725
7.195,7.725
7.195,7.724
7.195,7.723
7.195,7.722
7.194,7.722
7.194,7.721
7.194,7.72
7.194,7.719
7.193,7.718
7.193,7.718
7.193,7.717
7.193,7.716
7.193,7.715
7.193,7.714
7.192,7.713
7.192,7.712
7.192,7.711
7.192,7.71
7.192,7.709
7.192,7.708
7.192,7.707
7.191,7.707
7.191,7.706
7.192,7.704
7.191,7.704
7.191,7.703
7.191,7.702
7.191,7.701
7.191,7.7
7.191,7.699
7.191,7.698
7.191,7.697
7.191,7.696
7.191,7.695
7.19,7.694
7.191,7.693
7.191,7.692
7.191,7.691
7.19,7.69
7.191,7.689
7.191,7.688
7.191,7.687
7.191,7.686
7.191,7.685
7.191,7.684
7.191,7.682
7.191,7.681
7.192,7.68
7.192,7.679
7.192,7.678
7.192,7.677
7.192,7.676
7.193,7.675
7.193,7.674
7.193,7.673
7.193,7.671
7.193,7.67
7.194,7.669
7.194,7.668
7.194,7.667
7.194,7.665
7.195,7.664
7.195,7.663
7.195,7.662
7.196,7.661
7.196,7.66
7.197,7.659
7.197,7.657
7.197,7.656
7.198,7.655
7.198,7.654
7.199,7.652
7.199,7.652
7.2,7.65
7.2,7.649
7.201,7.648
7.201,7.647
7.201,7.646
7.202,7.644
7.203,7.643
7.203,7.642
7.204,7.641
7.204,7.639
7.205,7.638
7.205,7.637
7.206,7.636
7.207,7.634
7.207,7.633
7.208,7.632
7.209,7.631
7.209,7.629
7.21,7.628
7.211,7.627
7.212,7.626
7.212,7.624
7.213,7.623
7.214,7.622
7.215,7.62
7.215,7.619
7.216,7.618
7.217,7.617
7.218,7.615
7.219,7.614
7.219,7.613
7.22,7.612
7.221,7.61
7.222,7.609
7.223,7.608
7.224,7.606
7.225,7.605
7.226,7.604
7.227,7.603
7.228,7.601
7.229,7.6
7.23,7.599
7.231,7.597
7.232,7.596
7.233,7.595
7.234,7.593
7.235,7.592
7.236,7.591
7.237,7.589
7.238,7.588
7.239,7.587
7.24,7.585
7.241,7.584
7.242,7.582
7.243,7.581
7.244,7.58
7.246,7.578
7.247,7.577
7.248,7.576
7.249,7.575
7.25,7.573
7.252,7.572
7.253,7.571
7.254,7.569
7.255,7.568
7.256,7.567
7.257,7.565
7.258,7.564
7.259,7.563
7.261,7.561
7.262,7.56
7.263,7.559
7.264,7.558
7.266,7.556
7.267,7.555
7.268,7.554
7.269,7.552
7.27,7.551
7.271,7.55
7.273,7.548
7.274,7.547
7.275,7.546
7.276,7.544
7.277,7.543
7.278,7.542
7.279,7.541
7.281,7.539
7.282,7.538
7.283,7.536
7.284,7.535
7.285,7.534
7.287,7.532
7.288,7.531
7.289,7.53
7.29,7.528
7.292,7.527
7.293,7.526
7.294,7.524
7.295,7.523
7.297,7.522
7.298,7.52
7.299,7.519
7.3,7.518
7.301,7.517
7.303,7.515
7.304,7.514
7.305,7.513
7.306,7.512
7.307,7.51
7.308,7.509
7.309,7.508
7.311,7.506
7.312,7.505
7.313,7.503
7.314,7.502
7.315,7.501
7.317,7.5
7.318,7.498
7.319,7.497
7.32,7.496
7.321,7.494
7.322,7.493
7.323,7.491
7.324,7.49
7.325,7.489
7.326,7.487
7.327,7.486
7.328,7.485
7.33,7.483
7.331,7.482
7.332,7.481
7.333,7.479
7.333,7.478
7.335,7.477
7.336,7.475
7.336,7.474
7.337,7.473
7.338,7.471
7.339,7.47
7.34,7.468
7.341,7.467
7.342,7.466
7.343,7.464
7.344,7.463
7.345,7.462
7.346,7.46
7.347,7.459
7.347,7.457
7.348,7.456
7.349,7.455
7.35,7.454
7.351,7.452
7.352,7.451
7.352,7.45
7.353,7.448
7.354,7.447
7.355,7.446
7.355,7.444
7.356,7.443
7.357,7.441
7.358,7.44
7.358,7.439
7.359,7.437
7.36,7.436
7.361,7.435
7.361,7.433
7.362,7.432
7.363,7.431
7.363,7.429
7.364,7.428
7.364,7.427
7.365,7.426
7.366,7.424
7.366,7.423
7.367,7.421
7.367,7.42
7.368,7.419
7.368,7.417
7.369,7.416
7.369,7.415
7.37,7.414
7.37,7.413
7.371,7.412
7.371,7.41
7.372,7.409
7.372,7.408
7.372,7.406
7.373,7.405
7.373,7.404
7.374,7.403
7.374,7.401
7.374,7.4
7.375,7.399
7.375,7.398
7.375,7.397
7.375,7.395
7.376,7.394
7.376,7.393
7.376,7.392
7.376,7.391
7.377,7.39
7.377,7.388
7.377,7.387
7.377,7.386
7.377,7.384
7.377,7.383
7.378,7.382
7.378,7.381
7.378,7.379
7.378,7.378
7.379,7.377
7.379,7.376
7.379,7.375
7.379,7.373
7.379,7.372
7.379,7.371
7.379,7.37
7.379,7.368
7.38,7.367
7.38,7.366
7.38,7.365
7.38,7.363
7.38,7.362
7.38,7.361
7.38,7.36
7.38,7.358
7.38,7.357
7.381,7.356
7.381,7.355
7.38,7.354
7.38,7.353
7.381,7.351
7.381,7.35
7.381,7.349
7.38,7.348
7.381,7.347
7.381,7.345
7.381,7.344
7.38,7.343
7.38,7.342
7.38,7.34
7.38,7.339
7.38,7.338
7.38,7.337
7.38,7.336
7.38,7.334
7.38,7.333
7.38,7.332
7.38,7.331
7.38,7.33
7.379,7.329
7.379,7.327
7.379,7.326
7.379,7.325
7.379,7.324
7.378,7.323
7.378,7.321
7.378,7.32
7.378,7.319
7.378,7.318
7.378,7.317
7.378,7.316
7.378,7.315
7.378,7.314
7.377,7.313
7.378,7.311
7.378,7.31
7.377,7.309
7.377,7.308
7.377,7.307
7.377,7.306
7.377,7.304
7.377,7.303
7.377,7.302
7.377,7.301
7.377,7.3
7.377,7.299
7.377,7.298
7.377,7.297
7.377,7.295
7.376,7.294
7.376,7.293
7.376,7.292
7.377,7.291
7.376,7.29
7.376,7.289
7.377,7.287
7.377,7.286
7.377,7.285
7.377,7.284
7.377,7.283
7.377,7.282
7.377,7.281
7.377,7.279
7.377,7.278
7.378,7.277
7.378,7.276
7.378,7.275
7.378,7.274
7.378,7.273
7.378,7.271
7.379,7.27
7.379,7.269
7.379,7.268
7.379,7.267
7.379,7.266
7.38,7.265
7.38,7.264
7.38,7.263
7.38,7.262
7.381,7.261
7.381,7.26
7.381,7.258
7.381,7.257
7.382,7.256
7.382,7.256
7.382,7.254
7.383,7.253
7.383,7.252
7.383,7.252
7.384,7.251
7.384,7.249
7.385,7.248
7.385,7.248
7.386,7.247
7.386,7.246
7.387,7.245
7.387,7.244
7.388,7.243
7.388,7.242
7.389,7.241
7.389,7.24
7.39,7.239
7.391,7.238
7.391,7.237
7.392,7.237
7.392,7.236
7.393,7.235
7.394,7.234
7.394,7.233
7.395,7.232
7.395,7.232
7.396,7.231
7.397,7.23
7.397,7.229
7.398,7.229
7.399,7.228
7.399,7.227
7.4,7.227
7.401,7.226
7.402,7.225
7.403,7.225
7.403,7.224
7.404,7.223
7.405,7.223
7.406,7.222
7.406,7.222
7.407,7.221
7.408,7.221
7.409,7.22
7.41,7.219
7.411,7.219
7.412,7.219
7.413,7.218
7.414,7.218
7.414,7.217
7.415,7.217
7.416,7.216
7.417,7.216
7.418,7.216
7.419,7.215
7.42,7.215
7.421,7.215
7.422,7.214
7.423,7.214
7.424,7.214
7.425,7.214
7.426,7.213
7.427,7.213
7.428,7.213
7.429,7.213
7.431,7.213
7.432,7.213
7.432,7.213
7.433,7.213
7.435,7.213
7.436,7.213
7.437,7.213
7.438,7.213
7.439,7.213
7.44,7.213
7.441,7.213
7.442,7.214
7.443,7.214
7.444,7.214
7.445,7.214
7.446,7.215
7.447,7.215
7.449,7.215
7.45,7.216
7.451,7.216
7.452,7.217
7.453,7.217
7.454,7.217
7.455,7.218
7.456,7.219
7.457,7.219
7.459,7.22
7.46,7.22
7.461,7.221
7.462,7.222
7.463,7.222
7.464,7.223
7.466,7.224
7.467,7.225
7.468,7.225
7.469,7.226
7.47,7.227
7.471,7.228
7.473,7.228
7.474,7.229
7.475,7.23
7.476,7.231
7.477,7.232
7.479,7.233
7.48,7.234
7.481,7.236
7.482,7.237
7.483,7.238
7.485,7.239
7.486,7.24
7.487,7.241
7.488,7.242
7.489,7.244
7.49,7.245
7.491,7.246
7.493,7.247
7.494,7.249
7.495,7.25
7.496,7.252
7.497,7.253
7.498,7.255
7.499,7.256
7.5,7.258
7.501,7.259
7.503,7.261
7.504,7.263
7.505,7.264
7.506,7.266
7.507,7.268
7.508,7.27
7.509,7.272
7.51,7.273
7.511,7.275
7.512,7.277
7.514,7.279
7.515,7.281
7.516,7.283
7.517,7.285
7.518,7.287
7.519,7.289
7.52,7.291
7.521,7.293
7.522,7.295
7.523,7.298
7.524,7.3
7.525,7.302
7.526,7.305
7.527,7.307
7.528,7.309
7.529,7.311
7.53,7.314
7.531,7.316
7.532,7.318
7.533,7.321
7.534,7.323
7.535,7.326
7.536,7.328
7.537,7.331
7.538,7.333
7.539,7.336
7.54,7.338
7.541,7.341
7.542,7.343
7.542,7.346
7.543,7.349
7.544,7.351
7.545,7.354
7.546,7.357
7.547,7.36
7.547,7.362
7.548,7.365
7.549,7.368
7.55,7.371
7.551,7.374
7.552,7.377
7.553,7.38
7.554,7.383
7.554,7.386
7.555,7.389
7.556,7.392
7.557,7.395
7.558,7.399
7.558,7.402
7.559,7.405
7.56,7.409
7.561,7.412
7.562,7.415
7.563,7.419
7.563,7.422
7.564,7.425
7.565,7.429
7.565,7.432
7.566,7.436
7.567,7.439
7.567,7.442
7.568,7.446
7.569,7.449
7.569,7.453
7.57,7.456
7.571,7.46
7.571,7.464
7.572,7.467
7.573,7.471
7.573,7.474
7.574,7.478
7.574,7.481
7.575,7.485
7.575,7.488
7.576,7.492
7.576,7.496
7.577,7.499
7.577,7.503
7.578,7.507
7.579,7.511
7.579,7.514
7.58,7.518
7.58,7.522
7.581,7.525
7.581,7.529
7.582,7.533
7.582,7.536
7.583,7.54
7.583,7.544
7.584,7.547
7.584,7.551
7.585,7.555
7.585,7.559
7.586,7.563
7.586,7.567
7.586,7.57
7.587,7.574
7.588,7.578
7.588,7.582
7.588,7.586
7.589,7.59
7.589,7.593
7.59,7.597
7.59,7.601
7.591,7.605
7.591,7.609
7.592,7.613
7.592,7.617
7.592,7.62
7.593,7.624
7.593,7.628
7.593,7.632
7.594,7.636
7.594,7.64
7.594,7.643
7.595,7.647
7.595,7.651
7.595,7.655
7.596,7.659
7.596,7.663
7.596,7.666
7.597,7.67
7.597,7.674
7.597,7.678
7.597,7.682
7.598,7.686
7.598,7.69
7.598,7.693
7.598,7.697
7.599,7.701
7.599,7.705
7.6,7.708
7.6,7.712
7.6,7.716
7.6,7.72
7.601,7.724
7.601,7.728
7.601,7.731
7.602,7.735
7.602,7.739
7.602,7.743
7.603,7.746
7.603,7.75
7.603,7.754
7.604,7.758
7.604,7.761
7.604,7.765
7.605,7.769
7.605,7.772
7.605,7.776
7.605,7.78
7.606,7.784
7.606,7.787
7.606,7.791
7.606,7.794
7.607,7.798
7.607,7.801
7.607,7.805
7.607,7.809
7.607,7.812
7.607,7.816
7.608,7.819
7.608,7.823
7.608,7.826
7.608,7.83
7.609,7.833
7.609,7.837
7.609,7.84
7.609,7.844
7.609,7.847
7.609,7.851
7.609,7.854
7.61,7.858
7.61,7.861
7.61,7.864
7.61,7.868
7.611,7.871
7.611,7.875
7.611,7.878
7.611,7.881
7.611,7.885
7.612,7.888
7.612,7.891
7.612,7.895
7.612,7.898
7.612,7.901
7.613,7.904
7.613,7.907
7.613,7.911
7.613,7.914
7.613,7.917
7.613,7.92
7.613,7.923
7.613,7.927
7.614,7.93
7.614,7.933
7.614,7.936
7.614,7.939
7.614,7.942
7.614,7.945
7.614,7.948
7.615,7.951
7.615,7.954
7.615,7.957
7.615,7.961
7.615,7.964
7.615,7.967
7.615,7.969
7.615,7.972
7.615,7.975
7.615,7.978
7.615,7.981
7.615,7.984
7.615,7.987
7.615,7.99
7.615,7.992
7.616,7.995
7.616,7.998
7.616,8.001
7.616,8.004
7.616,8.006
7.616,8.009
7.616,8.012
7.616,8.015
7.616,8.017
7.616,8.02
7.616,8.023
7.616,8.025
7.617,8.028
7.617,8.031
7.617,8.033
7.617,8.035
7.617,8.038
7.617,8.04
7.617,8.043
7.617,8.045
7.617,8.048
7.617,8.05
7.617,8.053
7.617,8.055
7.617,8.058
7.617,8.06
7.618,8.063
7.617,8.065
7.617,8.068
7.617,8.07
7.617,8.072
7.617,8.075
7.617,8.077
7.617,8.079
7.617,8.082
7.617,8.084
7.617,8.087
7.617,8.089
7.617,8.091
7.617,8.093
7.617,8.095
7.617,8.098
7.617,8.1
7.617,8.102
7.616,8.104
7.616,8.106
7.616,8.108
7.616,8.11
7.616,8.112
7.616,8.115
7.616,8.117
7.616,8.119
7.616,8.121
7.616,8.123
7.616,8.125
7.616,8.127
7.616,8.129
7.616,8.131
7.615,8.133
7.615,8.135
7.615,8.137
7.615,8.139
7.615,8.141
7.615,8.143
7.615,8.144
7.615,8.146
7.615,8.148
7.615,8.15
7.614,8.152
7.614,8.153
7.614,8.155
7.614,8.157
7.614,8.159
7.614,8.16
7.613,8.162
7.613,8.164
7.613,8.166
7.613,8.168
7.613,8.169
7.612,8.171
7.612,8.173
7.612,8.174
7.612,8.176
7.611,8.178
7.611,8.179
7.611,8.181
7.611,8.182
7.611,8.184
7.611,8.186
7.61,8.187
7.61,8.189
7.61,8.19
7.61,8.192
7.61,8.193
7.609,8.195
7.609,8.196
7.609,8.198
7.609,8.199
7.608,8.2
7.608,8.202
7.608,8.203
7.608,8.205
7.608,8.206
7.607,8.207
7.607,8.209
7.607,8.21
7.607,8.211
7.607,8.212
7.607,8.214
7.606,8.215
7.606,8.216
7.606,8.218
7.606,8.219
7.606,8.22
7.605,8.221
7.605,8.223
7.605,8.224
7.605,8.225
7.605,8.226
7.604,8.227
7.604,8.228
7.604,8.229
7.604,8.231
7.604,8.232
7.604,8.233
7.603,8.234
7.603,8.235
7.603,8.236
7.603,8.237
7.603,8.238
7.602,8.239
7.602,8.24
7.602,8.241
7.602,8.242
7.601,8.243
7.601,8.244
7.601,8.244
7.601,8.245
7.601,8.246
7.6,8.247
7.6,8.248
7.6,8.249
7.6,8.25
7.6,8.251
7.6,8.252
7.6,8.253
7.6,8.254
7.599,8.254
7.599,8.255
7.599,8.256
7.599,8.257
7.599,8.258
7.599,8.259
7.599,8.26
7.599,8.26
7.599,8.261
7.598,8.262
7.598,8.263
7.598,8.264
7.598,8.265
7.598,8.266
7.598,8.266
7.598,8.267
7.598,8.268
7.598,8.268
7.598,8.269
7.598,8.27
7.598,8.271
7.598,8.272
7.598,8.272
7.598,8.273
7.598,8.274
7.598,8.274
7.597,8.275
7.597,8.276
7.597,8.277
7.597,8.278
7.597,8.278
7.597,8.279
7.597,8.28
7.597,8.28
7.597,8.281
7.597,8.282
7.597,8.283
7.597,8.283
7.597,8.284
7.597,8.285
7.597,8.285
7.597,8.286
7.597,8.287
7.597,8.287
7.597,8.288
7.597,8.289
7.597,8.289
7.597,8.29
7.597,8.291
7.597,8.292
7.597,8.292
7.597,8.293
7.597,8.294
7.597,8.295
7.598,8.295
7.597,8.296
7.597,8.297
7.598,8.298
7.598,8.298
7.598,8.299
7.598,8.3
7.598,8.301
7.598,8.301
7.598,8.302
7.598,8.303
7.598,8.304
7.598,8.305
7.598,8.305
7.598,8.306
7.598,8.307
7.598,8.307
7.598,8.308
7.598,8.309
7.598,8.309
7.598,8.31
7.598,8.311
7.598,8.311
7.598,8.312
7.598,8.313
7.598,8.313
7.598,8.314
7.598,8.314
7.598,8.315
7.598,8.315
7.598,8.316
7.598,8.317
7.598,8.317
7.598,8.318
7.599,8.318
7.599,8.319
7.599,8.32
7.599,8.32
7.599,8.321
7.599,8.322
7.599,8.322
7.599,8.323
