RRI_inf,PPI_inf,PPI_pix,label,
699.21875,699.21875,692.6829268,0,0
707.03125,703.125,712.195122,0,0
660.15625,664.0625,663.4146341,0,0
675.78125,675.78125,673.1707317,0,0
652.34375,656.25,653.6585366,0,0
640.625,632.8125,643.902439,0,0
632.8125,628.90625,634.1463415,0,0
632.8125,632.8125,624.3902439,0,0
628.90625,628.90625,634.1463415,0,0
648.4375,648.4375,643.902439,0,0
664.0625,664.0625,663.4146341,0,0
664.0625,667.96875,673.1707317,0,0
644.53125,656.25,643.902439,0,0
613.28125,625,634.1463415,0,0
613.28125,609.375,585.3658537,0,0
660.15625,761.71875,643.902439,0,0
687.5,570.3125,741.4634146,0,0
710.9375,703.125,702.4390244,0,0
652.34375,652.34375,682.9268293,0,0
648.4375,644.53125,731.7073171,0,0
644.53125,640.625,634.1463415,0,0
636.71875,632.8125,585.3658537,0,0
621.09375,625,585.3658537,0,0
609.375,605.46875,585.3658537,0,0
613.28125,617.1875,2126.829268,1,1
617.1875,617.1875,917.0731707,1,1
621.09375,621.09375,595.1219512,0,0
609.375,613.28125,614.6341463,0,0
601.5625,601.5625,634.1463415,0,0
601.5625,597.65625,634.1463415,0,0
601.5625,605.46875,643.902439,0,0
617.1875,617.1875,673.1707317,0,0
628.90625,632.8125,663.4146341,0,0
652.34375,660.15625,673.1707317,0,0
671.875,671.875,653.6585366,0,0
664.0625,667.96875,673.1707317,0,0
671.875,667.96875,702.4390244,0,0
671.875,675.78125,721.9512195,0,0
679.6875,679.6875,712.195122,0,0
699.21875,695.3125,702.4390244,0,0
710.9375,710.9375,712.195122,0,0
710.9375,710.9375,692.6829268,0,0
691.40625,695.3125,692.6829268,0,0
718.75,718.75,712.195122,0,0
699.21875,703.125,721.9512195,0,0
703.125,707.03125,663.4146341,0,0
691.40625,687.5,692.6829268,0,0
707.03125,710.9375,673.1707317,0,0
683.59375,683.59375,682.9268293,0,0
683.59375,675.78125,673.1707317,0,0
675.78125,679.6875,682.9268293,0,0
675.78125,675.78125,663.4146341,0,0
675.78125,667.96875,653.6585366,0,0
667.96875,667.96875,663.4146341,0,0
664.0625,667.96875,643.902439,0,0
648.4375,652.34375,682.9268293,0,0
671.875,667.96875,653.6585366,0,0
660.15625,656.25,663.4146341,0,0
667.96875,664.0625,663.4146341,0,0
652.34375,652.34375,702.4390244,0,0
667.96875,667.96875,673.1707317,0,0
675.78125,675.78125,682.9268293,0,0
679.6875,679.6875,712.195122,0,0
695.3125,699.21875,712.195122,0,0
671.875,675.78125,682.9268293,0,0
710.9375,710.9375,673.1707317,0,0
695.3125,691.40625,673.1707317,0,0
691.40625,699.21875,682.9268293,0,0
667.96875,671.875,673.1707317,0,0
679.6875,679.6875,692.6829268,0,0
675.78125,667.96875,673.1707317,0,0
687.5,687.5,692.6829268,0,0
675.78125,675.78125,702.4390244,0,0
687.5,691.40625,653.6585366,0,0
695.3125,695.3125,673.1707317,0,0
683.59375,691.40625,682.9268293,0,0
667.96875,667.96875,702.4390244,0,0
683.59375,675.78125,682.9268293,0,0
675.78125,671.875,682.9268293,0,0
679.6875,671.875,624.3902439,0,0
687.5,683.59375,556.097561,1,0
660.15625,664.0625,819.5121951,1,0
660.15625,660.15625,702.4390244,0,0
667.96875,664.0625,682.9268293,0,0
687.5,687.5,702.4390244,0,0
703.125,703.125,682.9268293,0,0
683.59375,687.5,653.6585366,0,0
691.40625,695.3125,663.4146341,0,0
679.6875,687.5,643.902439,0,0
667.96875,667.96875,634.1463415,0,0
648.4375,656.25,653.6585366,0,0
640.625,640.625,643.902439,0,0
652.34375,652.34375,634.1463415,0,0
652.34375,644.53125,634.1463415,0,0
640.625,640.625,634.1463415,0,0
628.90625,628.90625,634.1463415,0,0
617.1875,617.1875,634.1463415,0,0
636.71875,632.8125,634.1463415,0,0
628.90625,625,653.6585366,0,0
636.71875,636.71875,653.6585366,0,0
636.71875,636.71875,682.9268293,0,0
