RRI_inf,PPI_inf,PPI_pix,label,
683.59375,683.59375,682.9268293,0,0
664.0625,667.96875,653.6585366,0,0
679.6875,679.6875,702.4390244,0,0
667.96875,664.0625,643.902439,0,0
640.625,636.71875,663.4146341,0,0
625,628.90625,634.1463415,0,0
621.09375,625,604.8780488,0,0
609.375,605.46875,624.3902439,0,0
601.5625,589.84375,575.6097561,0,0
597.65625,597.65625,624.3902439,0,0
589.84375,589.84375,575.6097561,0,0
617.1875,621.09375,595.1219512,0,0
632.8125,625,643.902439,0,0
640.625,636.71875,653.6585366,0,0
625,632.8125,634.1463415,0,0
621.09375,621.09375,614.6341463,0,0
644.53125,644.53125,643.902439,0,0
660.15625,660.15625,653.6585366,0,0
660.15625,664.0625,663.4146341,0,0
652.34375,652.34375,663.4146341,0,0
636.71875,644.53125,643.902439,0,0
640.625,640.625,634.1463415,0,0
640.625,644.53125,643.902439,0,0
664.0625,660.15625,643.902439,0,0
667.96875,671.875,692.6829268,0,0
671.875,667.96875,653.6585366,0,0
675.78125,679.6875,692.6829268,0,0
667.96875,667.96875,663.4146341,0,0
656.25,656.25,663.4146341,0,0
648.4375,648.4375,653.6585366,0,0
632.8125,632.8125,624.3902439,0,0
644.53125,648.4375,643.902439,0,0
652.34375,644.53125,643.902439,0,0
648.4375,652.34375,653.6585366,0,0
644.53125,640.625,643.902439,0,0
636.71875,640.625,643.902439,0,0
667.96875,664.0625,663.4146341,0,0
667.96875,667.96875,663.4146341,0,0
679.6875,675.78125,673.1707317,0,0
671.875,671.875,692.6829268,0,0
667.96875,671.875,663.4146341,0,0
671.875,667.96875,663.4146341,0,0
671.875,671.875,682.9268293,0,0
656.25,652.34375,653.6585366,0,0
652.34375,656.25,663.4146341,0,0
648.4375,652.34375,643.902439,0,0
648.4375,640.625,643.902439,0,0
644.53125,648.4375,643.902439,0,0
640.625,636.71875,634.1463415,0,0
656.25,664.0625,653.6585366,0,0
671.875,667.96875,682.9268293,0,0
664.0625,667.96875,673.1707317,0,0
644.53125,644.53125,643.902439,0,0
656.25,660.15625,653.6585366,0,0
664.0625,660.15625,653.6585366,0,0
667.96875,671.875,673.1707317,0,0
656.25,652.34375,663.4146341,0,0
660.15625,660.15625,663.4146341,0,0
679.6875,679.6875,673.1707317,0,0
660.15625,664.0625,673.1707317,0,0
644.53125,644.53125,634.1463415,0,0
628.90625,628.90625,643.902439,0,0
644.53125,636.71875,624.3902439,0,0
652.34375,652.34375,653.6585366,0,0
656.25,660.15625,663.4146341,0,0
644.53125,644.53125,653.6585366,0,0
660.15625,660.15625,653.6585366,0,0
660.15625,660.15625,653.6585366,0,0
648.4375,648.4375,663.4146341,0,0
628.90625,628.90625,614.6341463,0,0
640.625,640.625,634.1463415,0,0
648.4375,648.4375,663.4146341,0,0
628.90625,628.90625,634.1463415,0,0
644.53125,648.4375,624.3902439,0,0
640.625,636.71875,653.6585366,0,0
640.625,640.625,643.902439,0,0
632.8125,636.71875,624.3902439,0,0
656.25,660.15625,663.4146341,0,0
664.0625,660.15625,663.4146341,0,0
660.15625,660.15625,663.4146341,0,0
644.53125,644.53125,643.902439,0,0
652.34375,652.34375,653.6585366,0,0
660.15625,664.0625,819.5121951,1,0
652.34375,644.53125,1141.463415,1,1
617.1875,625,585.3658537,0,0
613.28125,613.28125,614.6341463,0,0
621.09375,617.1875,663.4146341,0,0
636.71875,632.8125,546.3414634,1,0
648.4375,652.34375,741.4634146,1,0
640.625,636.71875,604.8780488,0,0
609.375,613.28125,624.3902439,0,0
625,625,643.902439,0,0
648.4375,644.53125,634.1463415,0,0
