RRI_inf,PPI_inf,PPI_pix,label,
710.9375,707.03125,721.9512195,0,0
707.03125,707.03125,702.4390244,0,0
714.84375,722.65625,721.9512195,0,0
703.125,703.125,702.4390244,0,0
726.5625,730.46875,721.9512195,0,0
722.65625,726.5625,741.4634146,0,0
718.75,718.75,712.195122,0,0
691.40625,695.3125,692.6829268,0,0
707.03125,703.125,692.6829268,0,0
707.03125,703.125,721.9512195,0,0
687.5,687.5,682.9268293,0,0
707.03125,710.9375,712.195122,0,0
714.84375,710.9375,721.9512195,0,0
722.65625,722.65625,721.9512195,0,0
691.40625,695.3125,692.6829268,0,0
710.9375,707.03125,721.9512195,0,0
699.21875,699.21875,682.9268293,0,0
718.75,718.75,721.9512195,0,0
679.6875,679.6875,682.9268293,0,0
687.5,687.5,692.6829268,0,0
703.125,703.125,702.4390244,0,0
714.84375,710.9375,721.9512195,0,0
683.59375,683.59375,692.6829268,0,0
687.5,687.5,673.1707317,0,0
718.75,714.84375,712.195122,0,0
738.28125,734.375,741.4634146,0,0
707.03125,710.9375,712.195122,0,0
695.3125,699.21875,682.9268293,0,0
718.75,718.75,731.7073171,0,0
699.21875,703.125,712.195122,0,0
679.6875,679.6875,663.4146341,0,0
667.96875,671.875,673.1707317,0,0
691.40625,687.5,682.9268293,0,0
691.40625,687.5,702.4390244,0,0
683.59375,679.6875,692.6829268,0,0
679.6875,675.78125,682.9268293,0,0
687.5,687.5,692.6829268,0,0
699.21875,699.21875,692.6829268,0,0
675.78125,675.78125,682.9268293,0,0
687.5,687.5,673.1707317,0,0
691.40625,691.40625,692.6829268,0,0
699.21875,699.21875,692.6829268,0,0
671.875,679.6875,682.9268293,0,0
683.59375,683.59375,682.9268293,0,0
687.5,687.5,692.6829268,0,0
679.6875,675.78125,673.1707317,0,0
664.0625,664.0625,663.4146341,0,0
667.96875,671.875,673.1707317,0,0
679.6875,675.78125,673.1707317,0,0
691.40625,687.5,692.6829268,0,0
675.78125,675.78125,692.6829268,0,0
683.59375,683.59375,673.1707317,0,0
691.40625,691.40625,702.4390244,0,0
687.5,683.59375,673.1707317,0,0
675.78125,679.6875,682.9268293,0,0
703.125,703.125,702.4390244,0,0
699.21875,695.3125,692.6829268,0,0
691.40625,699.21875,712.195122,0,0
671.875,675.78125,663.4146341,0,0
683.59375,687.5,692.6829268,0,0
679.6875,671.875,663.4146341,0,0
679.6875,675.78125,692.6829268,0,0
660.15625,656.25,653.6585366,0,0
667.96875,664.0625,673.1707317,0,0
679.6875,675.78125,682.9268293,0,0
687.5,683.59375,673.1707317,0,0
675.78125,679.6875,702.4390244,0,0
679.6875,679.6875,663.4146341,0,0
699.21875,703.125,702.4390244,0,0
699.21875,695.3125,702.4390244,0,0
703.125,703.125,692.6829268,0,0
695.3125,699.21875,712.195122,0,0
710.9375,710.9375,702.4390244,0,0
714.84375,714.84375,712.195122,0,0
683.59375,691.40625,682.9268293,0,0
703.125,707.03125,712.195122,0,0
707.03125,699.21875,692.6829268,0,0
695.3125,695.3125,702.4390244,0,0
667.96875,667.96875,673.1707317,0,0
